face_present,no_of_face,face_x,face_y,face_w,face_h,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_tip_x,nose_tip_y,mouth_x,mouth_y,face_conf,hand_count,left_hand_x,left_hand_y,right_hand_x,right_hand_y,hand_obj_interaction,head_pose,head_pitch,head_yaw,head_roll,phone_present,phone_loc_x,phone_loc_y,phone_conf,gaze_on_script,gaze_direction,gazePoint_x,gazePoint_y,pupil_left_x,pupil_left_y,pupil_right_x,pupil_right_y,label
1,1,285.9783554,319.7350216,154.0394592,154.0395355,329.5664978,364.721489,397.0705414,358.8696671,368.8185501,394.5000744,371.6350937,427.9892063,83.46856236,0,0,0,0,0,0,forward,0.028382473,0.012529906,-0.000844253,0,0,0,0,1,center,333,318,331,359,389,358,0
1,1,275.7986832,319.9866486,131.618576,131.6185856,301.6782188,360.4639435,352.6515198,354.9992752,322.2397232,387.938118,330.0156403,414.864378,91.7986989,0,0,0,0,0,0,forward,0.01048581,0.03516588,-0.000420787,0,0,0,0,1,center,244,328,289,357,343,354,0
1,1,274.7784615,320.4468441,121.9199181,121.9199753,297.6813316,355.8931446,343.2579803,354.1501236,311.8843651,383.4421062,318.2070923,408.7234783,92.42215157,0,0,0,0,0,0,forward,0.014001628,0.028807918,-0.000286321,0,0,0,0,1,center,276,304,290,354,344,351,0
1,1,267.1833611,318.8264751,140.1829338,140.1829147,295.0390244,356.9693756,349.1121292,356.4984226,313.0608368,387.7099514,319.0461731,418.4153652,91.15141034,0,0,0,0,0,0,forward,0.018040627,0.033129243,-0.000244985,0,0,0,0,1,center,243,321,285,355,341,354,0
1,1,267.8583145,323.5743713,141.0598373,141.0599041,290.2387428,362.2797775,340.0994873,361.7233372,299.5004082,393.5036373,307.8081322,424.1863346,89.0919745,0,0,0,0,0,0,forward,0.022041063,0.034900954,-0.000407589,0,0,0,0,1,center,261,318,288,358,346,356,0
1,1,269.2172432,323.3985901,138.896656,138.8969135,293.9264107,364.4219112,345.3125,359.6167088,310.1817513,393.5501003,318.8006973,423.007021,89.16381001,0,0,0,0,0,0,forward,0.019550088,0.035124622,-0.000362117,0,0,0,0,1,center,264,306,288,358,346,355,0
1,1,269.445591,321.3189983,132.6184273,132.6184845,297.2518158,360.5029964,350.0813675,356.4107609,320.2713394,387.3796749,327.1077728,415.5521679,89.40020204,0,0,0,0,0,0,forward,0.014966099,0.036606745,-0.000280907,0,0,0,0,1,center,270,302,287,358,344,352,0
1,1,263.3492661,325.01441,140.1733398,140.1733017,286.5885544,364.6452713,339.2562485,361.441927,300.2303123,393.6140442,308.1015396,424.2132854,87.09990978,0,0,0,0,0,0,forward,0.013401735,0.031305869,-0.000329177,0,0,0,0,1,center,259,318,287,361,346,357,0
1,1,270.2013588,331.536684,141.2478065,141.2477303,309.7302246,370.6735325,371.2407303,371.1916637,342.2377014,402.3201084,342.7012253,432.3210812,87.01458573,0,0,0,0,0,0,forward,0.012564023,0.010653806,-0.000679266,0,0,0,0,1,center,328,323,306,375,364,378,0
1,1,266.9604683,333.2676029,135.315609,135.3155708,308.0908775,373.3937931,365.2346802,375.1555252,339.1146851,408.3219051,337.6769257,434.4554615,85.33427119,0,0,0,0,0,0,forward,0.007712394,0.011478726,-0.000475038,0,0,0,0,1,center,326,343,302,375,361,378,0
1,1,269.1872406,326.6588116,133.3722687,133.3722496,301.916523,368.0709743,359.0037918,362.8200817,331.7298508,396.2442112,335.712738,423.1600285,85.93963385,1,0,0,0.670779347,0.958802521,0,forward,0.005056131,0.010143005,-0.000422128,0,0,0,0,1,center,315,344,300,362,356,363,0
1,1,285.2888489,342.6989365,122.049408,122.049551,320.7303238,386.4046383,371.0172272,383.041563,350.5221176,419.4799519,351.3460541,439.1849613,78.61223221,1,0,0,0.627573848,0.997670949,0,forward,-0.008781249,0.002321973,-0.000547875,0,0,0,0,0,bottom_right,349,429,316,384,370,384,1
1,1,287.0200348,355.7863998,127.7918625,127.7916527,322.0747757,405.7235241,372.9166412,400.9501934,351.6156769,441.3263226,354.7546387,459.7439861,78.43343019,1,0,0,0.613562405,1.036103606,0,down,-0.030489132,0.0019698,-0.000638809,0,0,0,0,0,bottom_right,337,454,316,405,368,403,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forward,-0.015444731,0.002315141,-0.0005973,0,0,0,0,0,None,0,0,0,0,0,0,1
1,1,279.6003342,331.4665318,130.6175995,130.617485,312.0064354,374.101553,367.1721268,366.4195633,343.4291077,401.8534756,348.6821747,427.5900936,87.72357702,0,0,0,0,0,0,forward,-0.00247958,0.021027078,-0.000480135,0,0,0,0,1,center,324,324,306,377,361,375,0
1,1,284.5764351,316.9239521,128.4784508,128.4785843,317.0313263,355.2746201,369.8877335,349.5199585,345.9654999,379.4225979,351.3787842,407.4914074,90.90789557,0,0,0,0,0,0,None,0,0,0,0,0,0,0,1,center,299,324,308,359,365,355,1
1,1,283.5750961,322.0473576,136.7660141,136.7660522,317.2195625,361.7063427,373.9528275,359.896431,344.7411728,392.4698639,348.4307861,420.8121014,88.49571347,0,0,0,0,0,0,forward,0.009966761,0.025150346,-0.000674333,0,0,0,0,1,center,303,326,311,363,368,359,0
1,1,279.6643829,328.2852173,131.4441299,131.4440632,307.5216484,372.1927929,362.2425461,361.6777897,336.0674667,397.9148769,343.7095642,423.9112759,91.09243751,0,0,0,0,0,0,forward,0.008839319,0.022225377,-0.000509396,0,0,0,0,1,center,305,337,303,371,359,365,0
1,1,274.5663261,326.4525604,130.2355766,130.2356815,298.6323738,373.0223465,351.504097,362.152319,323.7865829,400.3140163,333.0290222,424.1787243,89.98191357,0,0,0,0,0,0,forward,0.003696775,0.023291022,-0.000300352,0,0,0,0,1,center,286,345,296,371,351,366,0
1,1,268.8198662,319.7105026,139.0955544,139.0956402,299.7531509,364.4327831,355.8960342,356.7845821,325.6790543,394.5538616,332.0247269,421.6808224,90.0529325,0,0,0,0,0,0,forward,0.005199984,0.025840357,-0.000256495,0,0,0,0,1,center,306,329,300,359,357,354,0
1,1,276.373806,305.4255009,132.3656273,132.3655701,310.9348679,343.7596035,365.7446289,336.1772633,341.9380569,365.8140564,346.7034912,396.0005093,88.4470284,0,0,0,0,0,0,forward,0.014519469,0.017525875,-0.000330059,0,0,0,0,1,center,336,312,310,345,368,344,0
1,1,287.9212379,304.9883938,121.6349983,121.634903,324.8376846,339.8342228,377.5318527,328.6608124,361.8729019,355.7585049,365.0270462,385.643549,89.22222853,0,0,0,0,0,1,None,0,0,0,1,264,414,0.710290372,0,None,0,0,0,0,0,0,1
1,1,290.890522,313.139534,127.2065926,127.2066021,325.0838852,346.4918518,381.4957428,343.0529022,356.0115051,369.5646572,357.6715469,399.1829395,92.17332006,1,0,0,0.673164427,1.011651874,1,forward,0.02109584,0.018043156,-0.000745528,0,0,0,0,1,center,359,321,319,344,377,346,1
1,1,293.8951302,309.6553516,118.5164833,118.5164452,323.9253998,338.2152271,377.8902435,337.0132828,352.5147247,358.1490326,353.4782028,387.607069,89.22331929,1,0,0,0.698370337,1.017636299,0,None,0,0,0,0,0,0,0,1,center,334,297,315,338,373,342,1
1,1,296.8870735,309.1138458,111.2772179,111.277113,323.0028915,340.4924297,370.6427002,336.072607,348.2117462,360.233202,351.8705368,386.2097454,83.86034966,0,0,0,0,0,0,forward,0.014359174,0.020023795,-0.000780414,0,0,0,0,0,None,0,0,0,0,0,0,0
1,1,281.5778351,313.8981628,124.7438431,124.7436619,317.6582909,349.1867924,370.7618332,345.7653809,348.7401581,373.1911469,349.9846268,401.0131359,89.12526369,0,0,0,0,0,1,forward,0.012623911,0.019290412,-0.000681754,1,261,408,0.670033336,1,center,326,307,311,350,367,354,1
1,1,277.8126335,327.938118,139.1722679,139.1722584,309.1399765,367.87076,367.2969437,364.7045803,335.3210831,396.9501114,339.5681381,426.4231396,87.74315715,0,0,0,0,0,0,forward,0.000476579,0.016480901,-0.000471414,0,0,0,0,1,center,302,353,306,364,362,363,0
1,1,274.1011047,325.0021648,139.0708542,139.0707779,303.7156105,369.1979885,359.7429276,363.1268692,328.7623215,399.0281296,334.8876953,426.6545963,85.82950234,0,0,0,0,0,0,forward,0.00797907,0.023341597,-0.000457058,0,0,0,0,1,center,309,336,301,364,357,361,0
1,1,273.6708069,326.892271,138.4044647,138.4045029,304.6440697,367.429533,360.8387375,364.5323467,329.2422104,397.6010227,334.1380692,426.4152431,85.34891605,0,0,0,0,0,0,forward,0.002792054,0.027173055,-0.000388796,0,0,0,0,1,center,296,347,302,361,360,359,0
1,1,278.0137062,321.023283,132.8251457,132.8251076,308.3054352,359.6406555,360.7383728,358.8613987,329.3399429,390.5222225,333.1643295,417.8361225,87.3031795,0,0,0,0,0,0,forward,0.010109754,0.025208516,-0.000505958,0,0,0,0,1,center,303,307,303,357,357,357,0
1,1,283.342762,318.208952,127.9804802,127.9805374,312.9992104,354.6899128,363.2537079,352.653923,335.0378799,381.5124035,340.2571487,409.3707561,88.91829252,0,0,0,0,0,0,forward,0.010792506,0.029313289,-0.00042213,0,0,0,0,1,center,292,314,306,356,360,353,0
1,1,282.3243523,324.2872524,127.7744865,127.7745438,311.6893578,363.7936306,364.2454147,359.3834209,338.0024338,391.1920452,343.3613968,417.0517445,89.76632953,0,0,0,0,0,0,forward,0.004527198,0.024271692,-0.000417501,0,0,0,0,1,center,297,321,307,362,362,357,0
1,1,280.8427811,324.9879169,128.8808441,128.8808441,309.4133949,365.789566,362.2024918,360.0724697,335.6389999,393.0193806,341.7517471,418.8565922,88.70722055,0,0,0,0,0,0,forward,0.003624221,0.026749924,-0.000496752,0,0,0,0,1,center,309,329,308,364,363,358,0
1,1,283.6569023,325.6361389,138.7934303,138.7934589,320.681572,367.5970173,378.1925201,363.4617233,352.0858383,397.0773983,355.1758194,425.7810688,84.59514976,0,0,0,0,0,0,forward,0.004357868,0.024795705,-0.000554175,0,0,0,0,1,center,326,340,311,363,371,362,0
1,1,282.5733185,325.472374,138.7451172,138.7451077,322.262764,365.1153088,381.4463425,362.1215916,356.49086,393.4451294,358.0198288,423.5724163,82.80655742,0,0,0,0,0,0,forward,0.006683095,0.018876118,-0.000665692,0,0,0,0,1,center,347,359,316,364,375,365,0
1,1,284.1242599,328.1164455,136.2600327,136.2601089,319.7644806,365.6126404,378.445816,364.3322754,350.001564,394.3205738,351.4955902,424.1288853,86.47354841,0,0,0,0,0,0,forward,0.004816967,0.018593905,-0.000595827,0,0,0,0,1,center,347,340,317,363,374,366,0
1,1,277.706356,327.4771786,145.6873512,145.687294,320.22789,367.3001862,382.2906494,366.02108,354.3810654,397.3220158,354.8072052,429.4193172,81.16388321,0,0,0,0,0,0,forward,0.006352044,0.018379575,-0.000665394,0,0,0,0,0,bottom_right,330,364,314,364,374,367,1
1,1,285.4142761,325.6976223,141.6968155,141.6969681,319.7777748,366.5597534,379.5063019,360.7642365,350.3234863,394.0351868,354.7468567,425.1050091,85.18012166,0,0,0,0,0,0,forward,0.004740896,0.01890573,-0.000500283,0,0,0,0,1,center,318,336,315,365,375,365,0
1,1,288.8680267,328.6582661,137.7327347,137.7327347,321.2687302,369.6373272,380.9825134,364.3101883,352.4048615,397.4124813,356.794548,426.9307995,83.59236121,0,0,0,0,0,0,forward,-0.000688991,0.019067784,-0.000510155,0,0,0,0,1,center,317,349,317,369,375,367,0
1,1,278.9131546,334.0987873,143.3298874,143.3298683,315.7216263,372.0417309,377.6703644,369.4089603,347.3393631,399.3904781,349.786911,432.4503994,84.74113345,0,0,0,0,0,0,forward,0.00298208,0.017473871,-0.000527604,0,0,0,0,0,bottom_right,324,404,310,372,370,369,1
1,1,279.5258522,333.4588909,147.1265984,147.1265888,317.6795197,371.7965412,381.4900589,368.8849926,350.3231049,398.3717251,352.8352737,432.9099941,83.86536241,0,0,0,0,0,0,forward,0.001639349,0.024195631,-0.000526115,0,0,0,0,0,bottom_left,316,375,312,370,371,367,1
1,1,287.0086861,324.7618961,140.7719231,140.7718849,322.3750687,366.2161732,382.5463867,360.624876,354.9182129,393.896513,358.9936447,424.3967342,83.35003853,0,0,0,0,0,0,forward,0.003937024,0.024102373,-0.000627393,0,0,0,0,1,center,324,339,319,366,376,364,0
1,1,287.5601768,323.1024456,150.1155281,150.1154709,326.4137268,367.2367859,390.1377487,363.7649632,358.862381,398.7243748,361.5156555,430.3696346,79.61688042,0,0,0,0,0,0,forward,0.010254254,0.021149559,-0.000759272,0,0,0,0,1,center,364,343,328,361,387,360,0
1,1,314.5355225,304.6543407,132.8785324,132.8783798,367.9966354,346.2209988,419.2350388,334.8112106,413.5591507,364.5732021,412.8059387,394.1064835,78.60494256,0,0,0,0,0,0,forward,0.00549921,-0.021408306,-9.72E-05,0,0,0,0,0,bottom_right,500,316,375,344,427,345,1
1,1,318.0252647,301.703825,124.772625,124.7727013,370.5510712,332.6952839,419.5636749,331.9897556,408.8659286,351.6473866,402.832489,381.6177464,81.85204864,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,bottom_right,490,309,380,337,430,341,1
1,1,328.8390732,303.3027935,131.4748764,131.474762,381.054306,341.1938381,431.9964981,337.1131611,419.3420029,365.4223537,415.932312,394.2162323,86.8647337,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,bottom_right,505,319,388,340,439,344,1
1,1,314.4086456,312.4549198,123.1735992,123.1735039,358.4502411,350.9679794,408.2729721,346.6153622,393.78479,376.3483429,392.6264191,401.110754,83.71986151,0,0,0,0,0,0,None,0,0,0,0,0,0,0,1,center,406,335,359,354,411,355,1
1,1,292.4818039,317.5280285,141.9018936,141.9018745,332.6879501,357.8668499,395.0576401,353.08568,369.2976761,384.2596436,371.5039063,415.9191799,80.99108338,0,0,0,0,0,0,forward,0.002519043,0.014745401,-0.000577563,0,0,0,0,1,center,381,360,331,358,390,357,0
1,1,283.8560677,327.3297215,145.7481956,145.7481766,326.148262,368.8086605,388.3887482,364.4666576,362.2741318,396.9974899,363.9116287,429.25704,78.48856449,0,0,0,0,0,0,forward,0.00407818,0.017499762,-0.000760962,0,0,0,0,0,bottom_right,354,363,322,366,381,364,1
1,1,282.8650665,327.4540329,146.4156342,146.4156818,324.5370102,371.4401722,387.4825287,364.0369892,362.7684402,398.6898708,365.7463837,430.3665447,78.87852192,0,0,0,0,0,0,forward,0.009730662,0.019952093,-0.000907966,0,0,0,0,0,bottom_right,349,395,321,370,380,367,1
1,1,280.5177879,325.5564022,146.3826561,146.382637,321.2612534,370.9317684,383.2175446,362.1905136,359.1852188,398.2065868,363.2353973,429.5074368,80.66468239,0,0,0,0,0,0,forward,0.00130819,0.0205009,-0.000676073,0,0,0,0,0,bottom_right,321,389,315,371,377,366,1
1,1,287.2964478,327.6304722,141.0886002,141.0886574,324.0501404,370.021677,384.8216248,363.9437771,358.5511017,397.74436,362.2702026,428.0708599,82.56624937,0,0,0,0,0,0,forward,-0.001615017,0.023393093,-0.000679348,0,0,0,0,1,center,315,330,316,371,374,367,0
1,1,292.8351021,328.9269161,136.0270882,136.0272217,323.7457657,372.5257587,382.2712708,365.5740738,354.8088455,401.0779667,360.542984,428.430891,84.0870142,0,0,0,0,0,0,forward,-0.004756337,0.022352332,-0.00069677,0,0,0,0,1,center,313,336,319,372,376,369,0
1,1,293.5368919,328.4704685,137.9193687,137.9193306,325.7883453,372.6044083,384.9370956,363.7849331,359.0602493,398.6733341,365.4845428,427.7644444,77.797997,0,0,0,0,0,0,forward,-0.006649195,0.023125321,-0.000645403,0,0,0,0,1,center,308,340,320,370,377,368,0
1,1,290.6326294,323.427887,146.2086105,146.2084866,323.7162018,368.6310482,384.8100281,364.9265671,351.7367172,401.6779804,356.4733887,430.9396648,81.07253313,0,0,0,0,0,0,forward,0.004327957,0.023633236,-0.00078861,0,0,0,0,0,bottom_right,332,380,322,366,381,363,1
1,1,287.2523689,324.7831249,141.8919182,141.8919182,322.4659729,367.9796505,383.1787872,362.5087738,355.2804565,396.8937778,359.5805359,426.77001,82.38261342,0,0,0,0,0,0,forward,0.001294617,0.023581811,-0.000708708,0,0,0,0,1,center,317,340,317,368,377,364,0
1,1,279.0333748,324.9163342,142.8222466,142.8222656,315.3543282,368.6862087,373.83564,363.4604931,346.0015488,398.9838123,350.1449966,428.2818317,82.9482913,0,0,0,0,0,0,forward,-0.000103873,0.022994667,-0.000586481,0,0,0,0,1,center,313,353,310,367,369,364,0
1,1,284.4774437,325.8051395,142.8505516,142.8504753,317.607975,370.0259686,377.8684235,362.5592136,349.4293213,398.2711315,355.4596329,428.3163357,84.30315852,0,0,0,0,0,0,forward,-0.001270725,0.024420805,-0.000593616,0,0,0,0,0,bottom_left,316,379,310,368,371,364,1
1,1,287.2630882,326.5169048,143.7310219,143.731041,321.5810394,369.6472549,382.7786636,362.589798,354.4240952,397.3090267,359.8625946,428.6396885,81.20548725,0,0,0,0,0,0,forward,0.004557022,0.025403567,-0.000613562,0,0,0,0,0,bottom_left,308,381,314,367,375,364,1
1,1,288.05933,327.1939087,143.4430122,143.4430218,321.9838715,371.2880802,383.4679413,365.2921772,354.0089417,400.6882381,358.8251877,430.6294155,80.85916638,0,0,0,0,0,0,forward,0.001175969,0.020996194,-0.000615073,0,0,0,0,0,bottom_left,319,383,318,369,378,366,1
1,1,289.8039436,324.7526264,135.995388,135.9954643,319.1349602,364.7779083,378.508873,359.0083408,348.4225845,391.5112782,353.8274765,421.1884403,86.91058755,0,0,0,0,0,0,forward,0.004919643,0.023973327,-0.000695848,0,0,0,0,1,center,306,339,317,367,375,364,0
1,1,288.4207726,324.517622,142.1364784,142.1365356,319.1444969,369.5336151,379.5632172,362.1520901,349.6304703,398.8166714,356.2828445,427.9736996,84.43760872,0,0,0,0,0,0,forward,0.005532037,0.025286268,-0.000636864,0,0,0,0,1,center,318,347,320,367,375,365,0
1,1,291.113224,326.3075638,143.0282784,143.0283451,321.9431305,367.3069096,383.8164139,365.1743031,349.1968155,397.8321075,353.433876,428.5431004,78.74001265,0,0,0,0,0,0,forward,0.008117603,0.024358363,-0.000687387,0,0,0,0,0,bottom_right,326,364,320,365,381,363,1
1,1,287.6919365,324.7188663,141.7270088,141.727066,321.4558792,365.9157944,382.3108292,361.4737415,352.2465134,394.4873428,356.5296936,425.2683163,83.24810863,0,0,0,0,0,0,forward,0.003173557,0.020886511,-0.000619163,0,0,0,0,1,center,313,359,318,367,378,365,0
1,1,289.4456673,325.4417896,143.1622887,143.1622696,323.0992126,368.1720257,384.8847961,362.1116924,354.8136139,396.3057232,359.5465088,427.2972965,78.02076936,0,0,0,0,0,0,forward,-0.002001433,0.022394043,-0.00058231,0,0,0,0,0,bottom_right,323,398,321,367,380,365,1
1,1,289.8537254,325.1871872,140.6642723,140.6642818,322.0056915,366.422224,382.4602127,362.8602219,350.9803772,396.1873913,355.177002,426.1901379,78.76944542,0,0,0,0,0,0,forward,-0.003158306,0.020996249,-0.000544778,0,0,0,0,0,bottom_left,310,390,319,367,379,365,1
1,1,290.4725456,328.8081264,139.820652,139.8207092,323.9023972,369.438715,384.6858215,366.1625004,354.4948578,398.5714245,357.8834152,428.5214138,78.92301679,0,0,0,0,0,0,forward,-0.003065459,0.022550691,-0.000571116,0,0,0,0,0,bottom_right,323,383,319,369,378,367,1
1,1,293.4392738,331.2786484,134.6939278,134.6938992,324.7359085,372.1649265,383.8975906,366.7641735,355.9534836,399.6765232,360.5249405,428.2004642,81.10852838,0,0,0,0,0,0,forward,-0.004687012,0.021363512,-0.000480948,0,0,0,0,0,bottom_left,317,421,317,374,376,372,1
1,1,294.3906403,328.9911747,141.6447449,141.6447258,324.6941757,374.814291,385.8668518,367.3713398,355.7843399,403.625536,362.5314713,432.3304653,76.30360723,0,0,0,0,0,0,forward,-0.00200475,0.021910091,-0.000566602,0,0,0,0,1,center,310,339,320,373,380,370,0
1,1,292.8744125,326.628027,153.133049,153.1329346,320.7915497,375.1517487,386.0245895,365.8484745,349.9825287,404.781847,359.2877197,436.9985676,77.29304433,0,0,0,0,0,0,forward,0.001272381,0.022099095,-0.000582163,0,0,0,0,0,bottom_right,331,387,321,367,382,363,1
1,1,293.9224052,314.7943497,142.9207802,142.9207706,327.6344299,359.3344402,387.8057098,354.5235157,357.4868011,391.0776901,362.7702332,419.2109585,86.68851256,0,0,0,0,0,0,forward,0.013004058,0.026476156,-0.000665892,0,0,0,0,1,center,350,312,324,350,385,348,0
1,1,291.7041588,309.0611172,135.2685738,135.2684212,319.4179916,342.9697037,375.1073837,345.1182175,339.1244888,371.9335842,342.6249313,403.0333042,86.8549943,0,0,0,0,0,0,forward,0.013800948,0.030070877,-0.000589883,0,0,0,0,1,center,353,299,315,340,375,342,0
1,1,282.4451256,308.002367,133.4163475,133.4163666,305.3621483,342.3746395,352.8977203,344.8452759,312.348938,373.6764908,318.2154274,402.9950237,90.71525931,0,0,0,0,0,0,forward,0.020683813,0.034971225,-0.000533208,0,0,0,0,1,center,323,287,305,339,362,339,0
